"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"80","0",8,0.96,0.21,0.19,11,22,25,"C",0.05,TRUE
"81","0",13,0.062,0.25,0.62,21,22,15,"C",0.8,TRUE
"82","0",15,0.89,0.096,0.082,13,16,18,"C",0.05,TRUE
"83","0",19,0.48,0.49,0.45,16,10,25,"C",0.65,TRUE
"84","0",20,0.96,0.65,0.45,11,20,10,"C",0,TRUE
"85","0",23,0.38,0.24,0.16,11,15,24,"C",0.15,TRUE
"86","0",26,0.26,0.24,0.79,30,23,20,"C",0.9,TRUE
"87","0",29,0.88,0.15,0.97,25,14,16,"C",0,TRUE
"88","0",30,0.88,0.18,0.97,27,15,15,"C",0.05,TRUE
"89","0",31,0.78,0.18,0.93,25,10,21,"C",0.35,TRUE
"90","0",36,0.84,0.75,0.77,14,19,16,"C",0.25,TRUE
"91","0",41,0.78,0.07,0.57,15,22,17,"C",0.25,TRUE
"92","0",45,0.76,0.77,0.43,21,16,29,"C",0.25,TRUE
"93","0",46,0.52,0.51,0.46,14,16,28,"C",0.6,TRUE
"94","0",47,0.12,0.98,0.35,17,14,22,"C",0.05,TRUE
"95","0",49,0.73,0.42,0.51,14,13,16,"C",0.35,TRUE
"96","1",1,0.26,0.96,0.65,15,14,24,"C",0.4,TRUE
"97","1",3,0.19,0.96,0.29,28,13,28,"C",0.55,TRUE
"98","1",6,0.74,0.71,0.86,20,26,13,"C",0.1,TRUE
"99","1",8,0.96,0.21,0.19,11,22,25,"C",0.15,TRUE
"100","1",13,0.062,0.25,0.62,21,22,15,"C",0.55,TRUE
"101","1",15,0.89,0.096,0.082,13,16,18,"C",0,TRUE
"102","1",19,0.48,0.49,0.45,16,10,25,"C",0.1,TRUE
"103","1",20,0.96,0.65,0.45,11,20,10,"C",0,TRUE
"104","1",23,0.38,0.24,0.16,11,15,24,"C",0.05,TRUE
"105","1",26,0.26,0.24,0.79,30,23,20,"C",0.3,TRUE
"106","1",29,0.88,0.15,0.97,25,14,16,"C",0.4,TRUE
"107","1",30,0.88,0.18,0.97,27,15,15,"C",0.35,TRUE
"108","1",31,0.78,0.18,0.93,25,10,21,"C",0.55,TRUE
"109","1",36,0.84,0.75,0.77,14,19,16,"C",0.45,TRUE
"110","1",41,0.78,0.07,0.57,15,22,17,"C",0.55,TRUE
"111","1",45,0.76,0.77,0.43,21,16,29,"C",0.15,TRUE
"112","1",46,0.52,0.51,0.46,14,16,28,"C",0.15,TRUE
"113","1",47,0.12,0.98,0.35,17,14,22,"C",0.7,TRUE
"114","1",49,0.73,0.42,0.51,14,13,16,"C",0.55,TRUE
