"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"60","0",16,0.42,0.29,0.31,11,27,20,"B",0.4,TRUE
"61","0",17,0.035,0.19,0.47,19,23,13,"B",0.45,TRUE
"62","0",20,0.22,0.69,0.37,13,23,30,"B",1,TRUE
"63","0",21,0.93,0.88,0.29,14,26,12,"B",1,TRUE
"64","0",23,0.93,0.52,0.88,23,16,30,"B",0,TRUE
"65","0",28,0.86,0.64,0.29,14,22,12,"B",0.7,TRUE
"66","0",29,0.94,0.17,0.41,23,21,28,"B",0,TRUE
"67","0",32,0.25,0.53,0.21,29,21,27,"B",0.7,TRUE
"68","0",33,0.54,0.77,0.76,26,16,14,"B",0.7,TRUE
"69","0",34,0.25,0.48,0.37,29,14,15,"B",0.6,TRUE
"70","0",37,0.6,0.31,0.89,19,18,16,"B",0,TRUE
"71","0",40,0.3,0.0038,0.33,25,23,24,"B",0,TRUE
"72","0",42,0.19,0.52,0.79,20,26,19,"B",0.3,TRUE
"73","0",43,0.94,0.31,0.16,12,14,28,"B",0.05,TRUE
"74","0",44,0.48,0.29,0.063,16,20,19,"B",0.3,TRUE
"75","0",46,0.96,0.012,0.44,13,21,23,"B",0,TRUE
"76","0",47,0.63,0.36,0.37,11,27,16,"B",0.5,TRUE
"77","0",48,0.63,0.0059,0.53,22,27,25,"B",0,TRUE
"78","0",50,0.19,0.76,0.39,22,17,20,"B",0.9,TRUE
"79","1",1,0.12,0.99,0.4,22,16,30,"B",0.25,TRUE
"80","1",3,0.85,0.36,0.35,13,23,21,"B",0.85,TRUE
"81","1",5,0.13,0.78,0.38,22,20,23,"B",0.65,TRUE
"82","1",8,0.3,0.64,0.062,25,22,24,"B",0.35,TRUE
"83","1",11,0.9,0.64,0.93,28,17,22,"B",0,TRUE
"84","1",13,0.9,0.22,0.33,24,26,29,"B",0,TRUE
"85","1",14,0.42,0.055,1,26,29,16,"B",0,TRUE
"86","1",16,0.42,0.29,0.31,11,27,20,"B",0.1,TRUE
"87","1",17,0.035,0.19,0.47,19,23,13,"B",0.8,TRUE
"88","1",20,0.22,0.69,0.37,13,23,30,"B",0.7,TRUE
"89","1",21,0.93,0.88,0.29,14,26,12,"B",0.75,TRUE
"90","1",23,0.93,0.52,0.88,23,16,30,"B",0,TRUE
"91","1",28,0.86,0.64,0.29,14,22,12,"B",0.4,TRUE
"92","1",29,0.94,0.17,0.41,23,21,28,"B",0,TRUE
"93","1",32,0.25,0.53,0.21,29,21,27,"B",0.4,TRUE
"94","1",33,0.54,0.77,0.76,26,16,14,"B",0.95,TRUE
"95","1",34,0.25,0.48,0.37,29,14,15,"B",0.9,TRUE
"96","1",37,0.6,0.31,0.89,19,18,16,"B",0.05,TRUE
"97","1",40,0.3,0.0038,0.33,25,23,24,"B",0,TRUE
"98","1",42,0.19,0.52,0.79,20,26,19,"B",0.6,TRUE
"99","1",43,0.94,0.31,0.16,12,14,28,"B",0.2,TRUE
"100","1",44,0.48,0.29,0.063,16,20,19,"B",0.65,TRUE
"101","1",46,0.96,0.012,0.44,13,21,23,"B",0,TRUE
"102","1",47,0.63,0.36,0.37,11,27,16,"B",0.2,TRUE
"103","1",48,0.63,0.0059,0.53,22,27,25,"B",0.05,TRUE
"104","1",50,0.19,0.76,0.39,22,17,20,"B",0.55,TRUE
"105","0",1,0.12,0.99,0.4,22,16,30,"C",0.2,TRUE
"106","0",3,0.85,0.36,0.35,13,23,21,"C",0.2,TRUE
"107","0",5,0.13,0.78,0.38,22,20,23,"C",0,TRUE
"108","0",8,0.3,0.64,0.062,25,22,24,"C",0,TRUE
"109","0",11,0.9,0.64,0.93,28,17,22,"C",0.05,TRUE
"110","0",13,0.9,0.22,0.33,24,26,29,"C",0,TRUE
"111","0",14,0.42,0.055,1,26,29,16,"C",0.95,TRUE
"112","0",16,0.42,0.29,0.31,11,27,20,"C",0.5,TRUE
"113","0",17,0.035,0.19,0.47,19,23,13,"C",0.5,TRUE
"114","0",20,0.22,0.69,0.37,13,23,30,"C",0,TRUE
"115","0",21,0.93,0.88,0.29,14,26,12,"C",0,TRUE
"116","0",23,0.93,0.52,0.88,23,16,30,"C",0.95,TRUE
"117","0",28,0.86,0.64,0.29,14,22,12,"C",0,TRUE
"118","0",29,0.94,0.17,0.41,23,21,28,"C",0,TRUE
"119","0",32,0.25,0.53,0.21,29,21,27,"C",0,TRUE
"120","0",33,0.54,0.77,0.76,26,16,14,"C",0,TRUE
"121","0",34,0.25,0.48,0.37,29,14,15,"C",0.15,TRUE
"122","0",37,0.6,0.31,0.89,19,18,16,"C",0.7,TRUE
"123","0",40,0.3,0.0038,0.33,25,23,24,"C",0.6,TRUE
"124","0",42,0.19,0.52,0.79,20,26,19,"C",0.7,TRUE
"125","0",43,0.94,0.31,0.16,12,14,28,"C",0,TRUE
"126","0",44,0.48,0.29,0.063,16,20,19,"C",0,TRUE
"127","0",46,0.96,0.012,0.44,13,21,23,"C",0.45,TRUE
"128","0",47,0.63,0.36,0.37,11,27,16,"C",0.05,TRUE
"129","0",48,0.63,0.0059,0.53,22,27,25,"C",0.3,TRUE
"130","0",50,0.19,0.76,0.39,22,17,20,"C",0.1,TRUE
"131","1",1,0.12,0.99,0.4,22,16,30,"C",0.75,TRUE
"132","1",3,0.85,0.36,0.35,13,23,21,"C",0,TRUE
"133","1",5,0.13,0.78,0.38,22,20,23,"C",0.3,TRUE
"134","1",8,0.3,0.64,0.062,25,22,24,"C",0,TRUE
"135","1",11,0.9,0.64,0.93,28,17,22,"C",0.55,TRUE
"136","1",13,0.9,0.22,0.33,24,26,29,"C",0.7,TRUE
"137","1",14,0.42,0.055,1,26,29,16,"C",0.7,TRUE
"138","1",16,0.42,0.29,0.31,11,27,20,"C",0.55,TRUE
"139","1",17,0.035,0.19,0.47,19,23,13,"C",0.2,TRUE
"140","1",20,0.22,0.69,0.37,13,23,30,"C",0.3,TRUE
"141","1",21,0.93,0.88,0.29,14,26,12,"C",0,TRUE
"142","1",23,0.93,0.52,0.88,23,16,30,"C",0.7,TRUE
"143","1",28,0.86,0.64,0.29,14,22,12,"C",0,TRUE
"144","1",29,0.94,0.17,0.41,23,21,28,"C",0.4,TRUE
"145","1",32,0.25,0.53,0.21,29,21,27,"C",0,TRUE
"146","1",33,0.54,0.77,0.76,26,16,14,"C",0.05,TRUE
"147","1",34,0.25,0.48,0.37,29,14,15,"C",0.1,TRUE
"148","1",37,0.6,0.31,0.89,19,18,16,"C",0.35,TRUE
"149","1",40,0.3,0.0038,0.33,25,23,24,"C",0.85,TRUE
"150","1",42,0.19,0.52,0.79,20,26,19,"C",0.3,TRUE
"151","1",43,0.94,0.31,0.16,12,14,28,"C",0.15,TRUE
"152","1",44,0.48,0.29,0.063,16,20,19,"C",0.05,TRUE
"153","1",46,0.96,0.012,0.44,13,21,23,"C",0.7,TRUE
"154","1",47,0.63,0.36,0.37,11,27,16,"C",0.3,TRUE
"155","1",48,0.63,0.0059,0.53,22,27,25,"C",0.55,TRUE
"156","1",50,0.19,0.76,0.39,22,17,20,"C",0.4,TRUE
