"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"39","0",14,0.91,0.89,0.73,23,26,10,"B",0.75,TRUE
"40","0",18,0.5,0.14,0.18,14,23,17,"B",0.05,TRUE
"41","0",22,0.21,0.73,0.16,23,14,17,"B",1,TRUE
"42","0",25,0.35,0.28,0.3,15,16,17,"B",0.1,TRUE
"43","0",26,0.74,0.97,0.82,29,14,20,"B",0.1,TRUE
"44","0",27,0.8,0.45,0.47,14,20,22,"B",0,TRUE
"45","0",30,0.047,0.37,0.74,15,16,14,"B",0.1,TRUE
"46","0",31,0.84,0.058,0.72,19,30,27,"B",0,TRUE
"47","0",37,0.11,0.15,0.63,23,14,12,"B",0.05,TRUE
"48","0",38,0.12,0.23,0.62,15,28,20,"B",0.05,TRUE
"49","0",39,0.082,0.3,0.62,18,14,12,"B",0.15,TRUE
"50","0",40,0.022,0.18,0.48,11,27,10,"B",0.25,TRUE
"51","0",44,0.33,0.72,0.63,12,13,21,"B",0.1,TRUE
"52","1",3,0.31,0.84,0.32,28,22,22,"B",0.75,TRUE
"53","1",4,0.1,0.64,0.16,26,12,25,"B",0.4,TRUE
"54","1",6,0.37,0.39,0.18,26,12,26,"B",0.4,TRUE
"55","1",11,0.89,0.53,0.23,10,26,10,"B",0.5,TRUE
"56","1",14,0.91,0.89,0.73,23,26,10,"B",0.5,TRUE
"57","1",18,0.5,0.14,0.18,14,23,17,"B",0.1,TRUE
"58","1",22,0.21,0.73,0.16,23,14,17,"B",0.15,TRUE
"59","1",25,0.35,0.28,0.3,15,16,17,"B",0,TRUE
"60","1",26,0.74,0.97,0.82,29,14,20,"B",0.35,TRUE
"61","1",27,0.8,0.45,0.47,14,20,22,"B",0,TRUE
"62","1",30,0.047,0.37,0.74,15,16,14,"B",0.3,TRUE
"63","1",31,0.84,0.058,0.72,19,30,27,"B",0.1,TRUE
"64","1",37,0.11,0.15,0.63,23,14,12,"B",0.3,TRUE
"65","1",38,0.12,0.23,0.62,15,28,20,"B",0.3,TRUE
"66","1",39,0.082,0.3,0.62,18,14,12,"B",0.45,TRUE
"67","1",40,0.022,0.18,0.48,11,27,10,"B",0.55,TRUE
"68","1",44,0.33,0.72,0.63,12,13,21,"B",0.5,TRUE
"69","0",3,0.31,0.84,0.32,28,22,22,"C",0,TRUE
"70","0",4,0.1,0.64,0.16,26,12,25,"C",0.15,TRUE
"71","0",6,0.37,0.39,0.18,26,12,26,"C",0,TRUE
"72","0",11,0.89,0.53,0.23,10,26,10,"C",0,TRUE
"73","0",14,0.91,0.89,0.73,23,26,10,"C",0,TRUE
"74","0",18,0.5,0.14,0.18,14,23,17,"C",0.2,TRUE
"75","0",22,0.21,0.73,0.16,23,14,17,"C",0,TRUE
"76","0",25,0.35,0.28,0.3,15,16,17,"C",0.4,TRUE
"77","0",26,0.74,0.97,0.82,29,14,20,"C",0,TRUE
"78","0",27,0.8,0.45,0.47,14,20,22,"C",0.5,TRUE
"79","0",30,0.047,0.37,0.74,15,16,14,"C",0.9,TRUE
"80","0",31,0.84,0.058,0.72,19,30,27,"C",0.8,TRUE
"81","0",37,0.11,0.15,0.63,23,14,12,"C",0.95,TRUE
"82","0",38,0.12,0.23,0.62,15,28,20,"C",0.95,TRUE
"83","0",39,0.082,0.3,0.62,18,14,12,"C",0.8,TRUE
"84","0",40,0.022,0.18,0.48,11,27,10,"C",0.7,TRUE
"85","0",44,0.33,0.72,0.63,12,13,21,"C",0.9,TRUE
"86","1",3,0.31,0.84,0.32,28,22,22,"C",0.15,TRUE
"87","1",4,0.1,0.64,0.16,26,12,25,"C",0.6,TRUE
"88","1",6,0.37,0.39,0.18,26,12,26,"C",0.1,TRUE
"89","1",11,0.89,0.53,0.23,10,26,10,"C",0,TRUE
"90","1",14,0.91,0.89,0.73,23,26,10,"C",0,TRUE
"91","1",18,0.5,0.14,0.18,14,23,17,"C",0.45,TRUE
"92","1",22,0.21,0.73,0.16,23,14,17,"C",0,TRUE
"93","1",25,0.35,0.28,0.3,15,16,17,"C",0.1,TRUE
"94","1",26,0.74,0.97,0.82,29,14,20,"C",0.45,TRUE
"95","1",27,0.8,0.45,0.47,14,20,22,"C",0.9,TRUE
"96","1",30,0.047,0.37,0.74,15,16,14,"C",0.7,TRUE
"97","1",31,0.84,0.058,0.72,19,30,27,"C",0.5,TRUE
"98","1",37,0.11,0.15,0.63,23,14,12,"C",0.7,TRUE
"99","1",38,0.12,0.23,0.62,15,28,20,"C",0.7,TRUE
"100","1",39,0.082,0.3,0.62,18,14,12,"C",0.55,TRUE
"101","1",40,0.022,0.18,0.48,11,27,10,"C",0.45,TRUE
"102","1",44,0.33,0.72,0.63,12,13,21,"C",0.5,TRUE
