"attributeA_option1","attributeA_option2","attributeA_option3","attributeB_option1","attributeB_option2","attributeB_option3","ppntid","Aweight","Bweight","toleranceA","toleranceB","calcsd","orderr","value1","value2","value3","choice","oraclechoice"
2.99521402921528,9.96997262816876,1.1419490724802,5.3532398911193,4.35072800144553,4.31415455415845,27,1,4.20873111812398,3,3,3,0.1,25.5255613417517,28.2810169543459,19.2990655929631,3,2
2.99521402921528,9.96997262816876,1.1419490724802,5.3532398911193,4.35072800144553,4.31415455415845,28,1,2.56850867532194,3,3,3,0.1,16.7450571306347,21.1448552438477,12.2228924715158,2,2
2.99521402921528,9.96997262816876,1.1419490724802,5.3532398911193,4.35072800144553,4.31415455415845,29,1,2.64888767735101,3,3,3,0.1,17.1753452107051,21.4945624187038,12.5696599091783,2,2
2.99521402921528,9.96997262816876,1.1419490724802,5.3532398911193,4.35072800144553,4.31415455415845,30,1,2.83556106267497,3,3,3,0.1,18.1746526236316,22.3067275433574,13.3749977446138,2,2
2.99521402921528,9.96997262816876,1.1419490724802,5.3532398911193,4.35072800144553,4.31415455415845,31,1,1.1947443918325,3,3,3,0.1,9.39096736726409,15.1679805082844,6.29626103155965,2,2
2.99521402921528,9.96997262816876,1.1419490724802,5.3532398911193,4.35072800144553,4.31415455415845,32,1,4.38997967052273,3,3,3,0.1,26.4958283226603,29.0695801064887,20.0809998607289,2,2
2.99521402921528,9.96997262816876,1.1419490724802,5.3532398911193,4.35072800144553,4.31415455415845,33,1,3.2726100855507,3,3,3,0.1,20.5142808872646,24.2082089651872,15.2604947770436,2,2
2.99521402921528,9.96997262816876,1.1419490724802,5.3532398911193,4.35072800144553,4.31415455415845,34,1,2.41185447317548,3,3,3,0.1,15.9064496065928,20.463295420025,11.5470620318976,2,2
2.99521402921528,9.96997262816876,1.1419490724802,5.3532398911193,4.35072800144553,4.31415455415845,35,1,4.85514898551628,3,3,3,0.1,28.9859912558084,31.0934052706443,22.087812179463,2,2
2.99521402921528,9.96997262816876,1.1419490724802,5.3532398911193,4.35072800144553,4.31415455415845,36,1,2.30012955260463,3,3,3,0.1,15.3083593049608,19.9772106796381,11.0650634570039,1,2
2.99521402921528,9.96997262816876,1.1419490724802,5.3532398911193,4.35072800144553,4.31415455415845,37,1,3.1102824350819,3,3,3,0.1,19.6453020333434,23.5019655108838,14.5601882045078,2,2
2.99521402921528,9.96997262816876,1.1419490724802,5.3532398911193,4.35072800144553,4.31415455415845,38,1,1.94209017325193,3,3,3,0.1,13.3916886168183,18.4194787262681,9.52042623800137,2,2
2.99521402921528,9.96997262816876,1.1419490724802,5.3532398911193,4.35072800144553,4.31415455415845,39,1,0.0329636340029538,3,3,3,0.1,3.17167626971615,10.1133884336548,1.28415928423566,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,0,1,2.92900152504444,3,3,3,0.1,25.6529822505918,29.699945685208,20.7273450120519,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,1,1,0.0447289785370231,3,3,3,0.1,2.77853291237211,5.60282138102821,7.13055125689596,3,3
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,2,1,1.46869805990718,3,3,3,0.1,14.0716780939657,17.4996027724525,13.8433058946481,1,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,3,1,1.38687478960492,3,3,3,0.1,13.422758055711,16.8159969468395,13.4575815524671,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,4,1,4.06787107465789,3,3,3,0.1,34.6850738422894,39.2148166486028,26.0961075441753,1,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,5,1,1.30213885684498,3,3,3,0.1,12.7507384147824,16.1080568087899,13.0581265832123,1,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,6,1,3.62202946329489,3,3,3,0.1,31.1492147348197,35.4899603613566,23.994358718632,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,7,1,4.53046075650491,3,3,3,0.1,38.3537577378547,43.07959741587,28.2768087074387,1,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,8,1,4.74520110525191,3,3,3,0.1,40.0568101190289,44.8736806009509,29.2891195018394,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,9,1,0.365722347050905,3,3,3,0.1,5.32425160836234,8.28461270871073,8.64375105271311,3,3
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,10,1,3.77337513491511,3,3,3,0.1,32.3494996739902,36.7544024011174,24.7078196865448,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,11,1,1.43000310403295,3,3,3,0.1,13.7647980077334,17.1763194673518,13.6608934055704,1,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,12,1,0.500267607858405,3,3,3,0.1,6.39129666128754,9.40869298265799,9.27801294455424,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,13,1,4.77034387527965,3,3,3,0.1,40.2562111846177,45.0837399642533,29.4076454223231,1,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,14,1,2.07803559256718,3,3,3,0.1,18.9041827536189,22.590412337412,16.7157933677498,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,15,1,2.27551208809018,3,3,3,0.1,20.470319801867,24.2402618516453,17.6467203650506,1,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,16,1,4.85527827986516,3,3,3,0.1,40.92980485631,45.7933382674639,29.8080360106759,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,17,1,2.91993989842013,3,3,3,0.1,25.581116740035,29.6242388511126,20.6846274580377,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,18,1,4.81102312216535,3,3,3,0.1,40.5788281901191,45.4236013514832,29.5994120883026,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,19,1,3.8085120159667,3,3,3,0.1,32.6281615523521,37.0479591911602,24.8734590001514,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,20,1,3.57254267670214,3,3,3,0.1,30.7567473190071,35.0765149505254,23.761072293699,1,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,21,1,4.98306428431533,3,3,3,0.1,41.9432439255368,46.8609472343415,30.4104339877355,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,22,1,2.53135447157547,3,3,3,0.1,22.4993422140139,26.3777386738644,18.8527908961761,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,23,1,2.44971619104035,3,3,3,0.1,21.8518892836654,25.6956783753616,18.4679386171133,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,24,1,3.24580684304237,3,3,3,0.1,28.1654865579249,32.3467472633964,22.2208018542531,1,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,25,1,4.15403206134215,3,3,3,0.1,35.3683952320197,39.9346626315407,26.5022803821428,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,26,1,2.4099950119853,3,3,3,0.1,21.5368704762197,25.3638213217149,18.2806883934903,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,27,1,4.20873111812398,3,3,3,0.1,35.8021998683809,40.3916548017811,26.7601380504706,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,28,1,2.56850867532194,3,3,3,0.1,22.7940029777235,26.6881495146102,19.0279401018534,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,29,1,2.64888767735101,3,3,3,0.1,23.431468882947,27.3596889659308,19.406855996663,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,30,1,2.83556106267497,3,3,3,0.1,24.9119291468557,28.9192821381781,20.2868558853352,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,31,1,1.1947443918325,3,3,3,0.1,11.8990195811695,15.2108122761537,12.5518566771356,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,32,1,4.38997967052273,3,3,3,0.1,37.2396371294648,41.9059253246532,27.6145646504708,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,33,1,3.2726100855507,3,3,3,0.1,28.3780564184254,32.5706793142215,22.3471554337011,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,34,1,2.41185447317548,3,3,3,0.1,21.5516174011741,25.3793564927905,18.2894541082038,1,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,35,1,4.85514898551628,3,3,3,0.1,40.9287794549357,45.792258056788,29.8074265021891,3,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,36,1,2.30012955260463,3,3,3,0.1,20.6655547998747,24.4459324645618,17.7627699347014,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,37,1,3.1102824350819,3,3,3,0.1,27.0906761320731,31.2144865452377,21.5819241496965,1,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,38,1,1.94209017325193,3,3,3,0.1,17.8260333912588,21.454634211385,16.0749309670637,2,2
2.42379849078134,5.22912585176528,6.91969368839636,7.93075167806819,8.35466271499172,4.71411544363946,39,1,0.0329636340029538,3,3,3,0.1,2.68522488646549,5.50452589572039,7.07508806452817,1,3
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,0,1,2.92900152504444,3,3,3,0.1,32.1659232095052,13.4111721274815,27.9150166633656,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,1,1,0.0447289785370231,3,3,3,0.1,8.85045784715995,3.06286802775534,7.86089906078464,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,2,1,1.46869805990718,3,3,3,0.1,20.3613332094551,8.17183912706063,17.7616428219162,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,3,1,1.38687478960492,3,3,3,0.1,19.6999020881568,7.87827044730904,17.1927321316777,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,4,1,4.06787107465789,3,3,3,0.1,41.3721522007271,17.4972521491455,35.8334860568362,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,5,1,1.30213885684498,3,3,3,0.1,19.0149260072373,7.5742516050413,16.6035699310424,3,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,6,1,3.62202946329489,3,3,3,0.1,37.7681222489067,15.8976444490053,32.733584795,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,7,1,4.53046075650491,3,3,3,0.1,45.1115677830523,19.1569492214437,39.0498353206164,3,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,8,1,4.74520110525191,3,3,3,0.1,46.8474547640421,19.9274029131401,40.5429078851375,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,9,1,0.365722347050905,3,3,3,0.1,11.4452576257698,4.21454039498687,10.0927404204442,3,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,10,1,3.77337513491511,3,3,3,0.1,38.9915485054424,16.4406482771282,33.7858792118327,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,11,1,1.43000310403295,3,3,3,0.1,20.0485365202256,8.03300787444654,17.4925998714959,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,12,1,0.500267607858405,3,3,3,0.1,12.5328751506197,4.69726706230509,11.0282229171905,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,13,1,4.77034387527965,3,3,3,0.1,47.0507002528934,20.0176111115545,40.7177235652997,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,14,1,2.07803559256718,3,3,3,0.1,25.2870078492926,10.3580437889529,21.9983182201642,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,15,1,2.27551208809018,3,3,3,0.1,26.8833397898435,11.0665575633168,23.3713565863752,3,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,16,1,4.85527827986516,3,3,3,0.1,47.7372807116586,20.3223420386801,41.3082657247519,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,17,1,2.91993989842013,3,3,3,0.1,32.0926721424583,13.3786604745657,27.852011894203,3,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,18,1,4.81102312216535,3,3,3,0.1,47.3795372668845,20.1635616798636,41.0005631332934,3,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,19,1,3.8085120159667,3,3,3,0.1,39.2755829438976,16.5667137318919,34.0301831510182,3,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,20,1,3.57254267670214,3,3,3,0.1,37.3680881189511,15.7200938506057,32.3895071039696,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,21,1,4.98306428431533,3,3,3,0.1,48.7702587373165,20.780817585778,42.1967516496728,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,22,1,2.53135447157547,3,3,3,0.1,28.9514814561344,11.984478717859,25.1502083292007,3,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,23,1,2.44971619104035,3,3,3,0.1,28.2915457283674,11.691573751517,24.5825838580993,3,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,24,1,3.24580684304237,3,3,3,0.1,34.7268682309221,14.5478184458132,30.1177388409028,3,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,25,1,4.15403206134215,3,3,3,0.1,42.0686479265055,17.8063838547539,36.4325565440594,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,26,1,2.4099950119853,3,3,3,0.1,27.9704534045747,11.5490605758606,24.306405659528,3,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,27,1,4.20873111812398,3,3,3,0.1,42.5108162525516,18.0026352368335,36.8128747351337,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,28,1,2.56850867532194,3,3,3,0.1,29.2518232360974,12.1177820006633,25.4085385526272,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,29,1,2.64888767735101,3,3,3,0.1,29.9015793903617,12.4061688790936,25.9674073604384,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,30,1,2.83556106267497,3,3,3,0.1,31.4105827107528,13.0759228387174,27.2653325607082,3,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,31,1,1.1947443918325,3,3,3,0.1,18.1467861595873,7.18893760830329,15.8568647579012,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,32,1,4.38997967052273,3,3,3,0.1,43.9759670929413,18.6529257720081,38.0730815035625,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,33,1,3.2726100855507,3,3,3,0.1,34.9435364071172,14.6439841513291,30.3040996541495,3,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,34,1,2.41185447317548,3,3,3,0.1,27.9854846480765,11.5557320223163,24.3193343452829,3,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,35,1,4.85514898551628,3,3,3,0.1,47.7362355406963,20.3218781514368,41.3073667514281,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,36,1,2.30012955260463,3,3,3,0.1,27.0823388899426,11.154881050384,23.542519859086,2,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,37,1,3.1102824350819,3,3,3,0.1,33.631335617896,14.061578756638,29.1754484118826,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,38,1,1.94209017325193,3,3,3,0.1,24.1880719255525,9.87029357902822,21.0531005326813,1,1
8.48888419801369,2.90238767629489,7.54990203073248,8.08365540578961,3.58783850446343,6.95292046060786,39,1,0.0329636340029538,3,3,3,0.1,8.75535085621614,3.02065587161773,7.77909555604761,3,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,0,1,2.92900152504444,3,3,3,0.1,13.1379227533567,9.63225407982565,6.78804071507988,2,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,1,1,0.0447289785370231,3,3,3,0.1,3.70898084641173,4.87033889925303,4.54010824479564,1,2
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,2,1,1.46869805990718,3,3,3,0.1,8.36406164374598,7.22130257411571,5.64991540867441,3,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,3,1,1.38687478960492,3,3,3,0.1,8.09657414044101,7.08621288800117,5.58614432491881,3,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,4,1,4.06787107465789,3,3,3,0.1,16.8609879802878,11.5125202854459,7.67564817890783,1,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,5,1,1.30213885684498,3,3,3,0.1,7.8195648861,6.94631441514771,5.52010318228076,3,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,6,1,3.62202946329489,3,3,3,0.1,15.4034923430149,10.7764386901573,7.32816997820855,1,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,7,1,4.53046075650491,3,3,3,0.1,18.373234540402,12.2762528359745,8.03617942187291,1,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,8,1,4.74520110525191,3,3,3,0.1,19.0752397222162,12.6307877525232,8.20354287135451,1,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,9,1,0.365722347050905,3,3,3,0.1,4.75833654197418,5.4002968590999,4.79028273565713,1,2
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,10,1,3.77337513491511,3,3,3,0.1,15.898254721592,11.0263094078448,7.4461251450613,2,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,11,1,1.43000310403295,3,3,3,0.1,8.23756441259084,7.15741745410088,5.61975749317116,2,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,12,1,0.500267607858405,3,3,3,0.1,5.19817689254884,5.6224302080059,4.89514406745404,3,2
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,13,1,4.77034387527965,3,3,3,0.1,19.1574336599071,12.6722983020105,8.22313854001165,3,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,14,1,2.07803559256718,3,3,3,0.1,10.3560398997986,8.2273148701381,6.12481838782869,2,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,15,1,2.27551208809018,3,3,3,0.1,11.0016080194023,8.55334727750403,6.27872680641474,2,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,16,1,4.85527827986516,3,3,3,0.1,19.4350917361896,12.8125244505548,8.28933436680452,1,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,17,1,2.91993989842013,3,3,3,0.1,13.1082994949283,9.61729339331381,6.78097830180445,3,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,18,1,4.81102312216535,3,3,3,0.1,19.2904177137782,12.7394594735558,8.25484296407927,1,1
3.56275786180049,4.79649164713919,4.50524755753577,3.26908839400858,1.65099348407239,0.779375885613263,19,1,3.8085120159667,3,3,3,0.1,16.0131202916394,11.0843201695116,7.47350998284857,1,1
