"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"39","0",23,0.5,0.34,0.71,28,29,16,"B",0.15,TRUE
"40","0",25,0.058,0.018,0.74,23,18,15,"B",0,TRUE
"41","0",26,0.43,0.085,0.88,20,16,15,"B",0,TRUE
"42","0",28,0.86,0.32,0.3,23,25,28,"B",0,TRUE
"43","0",30,0.11,0.7,0.18,24,16,28,"B",0.8,TRUE
"44","0",35,0.6,0.85,0.26,29,24,26,"B",0.7,TRUE
"45","0",37,0.41,0.37,0.96,23,17,11,"B",0,TRUE
"46","0",38,0.075,0.047,0.52,26,26,13,"B",0,TRUE
"47","0",46,0.67,0.78,0.4,29,17,11,"B",0.05,TRUE
"48","0",48,0.6,0.77,0.3,27,22,26,"B",0.65,TRUE
"49","1",5,0.18,0.87,0.017,18,13,17,"B",0.5,TRUE
"50","1",8,0.12,0.23,0.74,16,30,20,"B",0.35,TRUE
"51","1",12,0.13,0.14,0.36,21,25,13,"B",0.6,TRUE
"52","1",14,0.55,0.038,0.018,12,19,13,"B",0.35,TRUE
"53","1",17,0.029,0.61,0.1,29,21,23,"B",0.6,TRUE
"54","1",22,0.061,0.32,0.84,24,22,15,"B",0.5,TRUE
"55","1",23,0.5,0.34,0.71,28,29,16,"B",0.05,TRUE
"56","1",25,0.058,0.018,0.74,23,18,15,"B",0.05,TRUE
"57","1",26,0.43,0.085,0.88,20,16,15,"B",0,TRUE
"58","1",28,0.86,0.32,0.3,23,25,28,"B",0.55,TRUE
"59","1",30,0.11,0.7,0.18,24,16,28,"B",0.15,TRUE
"60","1",35,0.6,0.85,0.26,29,24,26,"B",0.2,TRUE
"61","1",37,0.41,0.37,0.96,23,17,11,"B",0,TRUE
"62","1",38,0.075,0.047,0.52,26,26,13,"B",0,TRUE
"63","1",46,0.67,0.78,0.4,29,17,11,"B",0.4,TRUE
"64","1",48,0.6,0.77,0.3,27,22,26,"B",0.25,TRUE
"65","0",5,0.18,0.87,0.017,18,13,17,"C",0,TRUE
"66","0",8,0.12,0.23,0.74,16,30,20,"C",0.95,TRUE
"67","0",12,0.13,0.14,0.36,21,25,13,"C",0.6,TRUE
"68","0",14,0.55,0.038,0.018,12,19,13,"C",0,TRUE
"69","0",17,0.029,0.61,0.1,29,21,23,"C",0.05,TRUE
"70","0",22,0.061,0.32,0.84,24,22,15,"C",0.95,TRUE
"71","0",23,0.5,0.34,0.71,28,29,16,"C",0.1,TRUE
"72","0",25,0.058,0.018,0.74,23,18,15,"C",0.95,TRUE
"73","0",26,0.43,0.085,0.88,20,16,15,"C",0.85,TRUE
"74","0",28,0.86,0.32,0.3,23,25,28,"C",0,TRUE
"75","0",30,0.11,0.7,0.18,24,16,28,"C",0.2,TRUE
"76","0",35,0.6,0.85,0.26,29,24,26,"C",0,TRUE
"77","0",37,0.41,0.37,0.96,23,17,11,"C",0.45,TRUE
"78","0",38,0.075,0.047,0.52,26,26,13,"C",0.7,TRUE
"79","0",46,0.67,0.78,0.4,29,17,11,"C",0,TRUE
"80","0",48,0.6,0.77,0.3,27,22,26,"C",0,TRUE
"81","1",5,0.18,0.87,0.017,18,13,17,"C",0.1,TRUE
"82","1",8,0.12,0.23,0.74,16,30,20,"C",0.65,TRUE
"83","1",12,0.13,0.14,0.36,21,25,13,"C",0.35,TRUE
"84","1",14,0.55,0.038,0.018,12,19,13,"C",0.05,TRUE
"85","1",17,0.029,0.61,0.1,29,21,23,"C",0.3,TRUE
"86","1",22,0.061,0.32,0.84,24,22,15,"C",0.5,TRUE
"87","1",23,0.5,0.34,0.71,28,29,16,"C",0.35,TRUE
"88","1",25,0.058,0.018,0.74,23,18,15,"C",0.65,TRUE
"89","1",26,0.43,0.085,0.88,20,16,15,"C",0.55,TRUE
"90","1",28,0.86,0.32,0.3,23,25,28,"C",0,TRUE
"91","1",30,0.11,0.7,0.18,24,16,28,"C",0.85,TRUE
"92","1",35,0.6,0.85,0.26,29,24,26,"C",0,TRUE
"93","1",37,0.41,0.37,0.96,23,17,11,"C",0.1,TRUE
"94","1",38,0.075,0.047,0.52,26,26,13,"C",0.4,TRUE
"95","1",46,0.67,0.78,0.4,29,17,11,"C",0,TRUE
"96","1",48,0.6,0.77,0.3,27,22,26,"C",0,TRUE
