"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"46","0",6,0.41,0.25,0.83,16,17,10,"B",0.05,TRUE
"47","0",7,0.97,0.21,0.78,13,27,24,"B",0,TRUE
"48","0",10,0.96,0.21,0.081,13,28,25,"B",0.1,TRUE
"49","0",11,0.79,0.5,0.91,12,28,12,"B",0.45,TRUE
"50","0",14,0.11,0.26,0.83,24,23,16,"B",0,TRUE
"51","0",15,0.47,0.33,0.31,22,26,16,"B",0.4,TRUE
"52","0",16,0.64,0.035,0.056,18,26,25,"B",0,TRUE
"53","0",21,0.27,0.13,0.68,20,18,10,"B",0.1,TRUE
"54","0",22,0.65,0.71,0.67,23,18,20,"B",0.1,TRUE
"55","0",24,0.31,0.81,0.48,28,22,23,"B",1,TRUE
"56","0",27,0.68,0.41,0.82,24,30,16,"B",0.1,TRUE
"57","0",28,0.94,0.13,0.47,11,21,16,"B",0,TRUE
"58","0",33,0.67,0.58,0.64,17,11,29,"B",0,TRUE
"59","0",34,0.79,0.81,0.91,28,20,11,"B",0.1,TRUE
"60","0",36,0.41,0.74,0.91,19,17,15,"B",0.45,TRUE
"61","0",38,0.39,0.3,0.8,21,11,16,"B",0,TRUE
"62","0",42,0.043,0.71,0.63,19,19,25,"B",0.3,TRUE
"63","0",44,0.95,0.71,0.74,11,24,14,"B",0.95,TRUE
"64","0",45,0.93,0.16,0.59,24,18,28,"B",0,TRUE
"65","0",47,0.0079,0.25,0.55,25,28,21,"B",0.15,TRUE
"66","0",50,0.87,0.012,0.056,11,27,27,"B",0,TRUE
"67","1",1,0.1,0.54,0.64,10,30,12,"B",0.35,TRUE
"68","1",6,0.41,0.25,0.83,16,17,10,"B",0.05,TRUE
"69","1",7,0.97,0.21,0.78,13,27,24,"B",0.1,TRUE
"70","1",10,0.96,0.21,0.081,13,28,25,"B",0.85,TRUE
"71","1",11,0.79,0.5,0.91,12,28,12,"B",0.05,TRUE
"72","1",14,0.11,0.26,0.83,24,23,16,"B",0.35,TRUE
"73","1",15,0.47,0.33,0.31,22,26,16,"B",0.1,TRUE
"74","1",16,0.64,0.035,0.056,18,26,25,"B",0,TRUE
"75","1",21,0.27,0.13,0.68,20,18,10,"B",0,TRUE
"76","1",22,0.65,0.71,0.67,23,18,20,"B",0.25,TRUE
"77","1",24,0.31,0.81,0.48,28,22,23,"B",0.7,TRUE
"78","1",27,0.68,0.41,0.82,24,30,16,"B",0.25,TRUE
"79","1",28,0.94,0.13,0.47,11,21,16,"B",0.05,TRUE
"80","1",33,0.67,0.58,0.64,17,11,29,"B",0,TRUE
"81","1",34,0.79,0.81,0.91,28,20,11,"B",0.6,TRUE
"82","1",36,0.41,0.74,0.91,19,17,15,"B",0.6,TRUE
"83","1",38,0.39,0.3,0.8,21,11,16,"B",0.05,TRUE
"84","1",42,0.043,0.71,0.63,19,19,25,"B",0.55,TRUE
"85","1",44,0.95,0.71,0.74,11,24,14,"B",0.1,TRUE
"86","1",45,0.93,0.16,0.59,24,18,28,"B",0,TRUE
"87","1",47,0.0079,0.25,0.55,25,28,21,"B",0.8,TRUE
"88","1",50,0.87,0.012,0.056,11,27,27,"B",0.05,TRUE
"89","0",1,0.1,0.54,0.64,10,30,12,"C",0.05,TRUE
"90","0",6,0.41,0.25,0.83,16,17,10,"C",0.6,TRUE
"91","0",7,0.97,0.21,0.78,13,27,24,"C",0.9,TRUE
"92","0",10,0.96,0.21,0.081,13,28,25,"C",0,TRUE
"93","0",11,0.79,0.5,0.91,12,28,12,"C",0.45,TRUE
"94","0",14,0.11,0.26,0.83,24,23,16,"C",1,TRUE
"95","0",15,0.47,0.33,0.31,22,26,16,"C",0,TRUE
"96","0",16,0.64,0.035,0.056,18,26,25,"C",0.05,TRUE
"97","0",21,0.27,0.13,0.68,20,18,10,"C",0.5,TRUE
"98","0",22,0.65,0.71,0.67,23,18,20,"C",0.5,TRUE
"99","0",24,0.31,0.81,0.48,28,22,23,"C",0,TRUE
"100","0",27,0.68,0.41,0.82,24,30,16,"C",0.15,TRUE
"101","0",28,0.94,0.13,0.47,11,21,16,"C",0.25,TRUE
"102","0",33,0.67,0.58,0.64,17,11,29,"C",0.95,TRUE
"103","0",34,0.79,0.81,0.91,28,20,11,"C",0,TRUE
"104","0",36,0.41,0.74,0.91,19,17,15,"C",0.5,TRUE
"105","0",38,0.39,0.3,0.8,21,11,16,"C",0.95,TRUE
"106","0",42,0.043,0.71,0.63,19,19,25,"C",0.7,TRUE
"107","0",44,0.95,0.71,0.74,11,24,14,"C",0,TRUE
"108","0",45,0.93,0.16,0.59,24,18,28,"C",0.1,TRUE
"109","0",47,0.0079,0.25,0.55,25,28,21,"C",0.85,TRUE
"110","0",50,0.87,0.012,0.056,11,27,27,"C",0.05,TRUE
"111","1",1,0.1,0.54,0.64,10,30,12,"C",0.65,TRUE
"112","1",6,0.41,0.25,0.83,16,17,10,"C",0.4,TRUE
"113","1",7,0.97,0.21,0.78,13,27,24,"C",0.5,TRUE
"114","1",10,0.96,0.21,0.081,13,28,25,"C",0,TRUE
"115","1",11,0.79,0.5,0.91,12,28,12,"C",0.85,TRUE
"116","1",14,0.11,0.26,0.83,24,23,16,"C",0.65,TRUE
"117","1",15,0.47,0.33,0.31,22,26,16,"C",0,TRUE
"118","1",16,0.64,0.035,0.056,18,26,25,"C",0.5,TRUE
"119","1",21,0.27,0.13,0.68,20,18,10,"C",0.15,TRUE
"120","1",22,0.65,0.71,0.67,23,18,20,"C",0.75,TRUE
"121","1",24,0.31,0.81,0.48,28,22,23,"C",0.2,TRUE
"122","1",27,0.68,0.41,0.82,24,30,16,"C",0.35,TRUE
"123","1",28,0.94,0.13,0.47,11,21,16,"C",0.55,TRUE
"124","1",33,0.67,0.58,0.64,17,11,29,"C",0.45,TRUE
"125","1",34,0.79,0.81,0.91,28,20,11,"C",0.25,TRUE
"126","1",36,0.41,0.74,0.91,19,17,15,"C",0.25,TRUE
"127","1",38,0.39,0.3,0.8,21,11,16,"C",0.6,TRUE
"128","1",42,0.043,0.71,0.63,19,19,25,"C",0.45,TRUE
"129","1",44,0.95,0.71,0.74,11,24,14,"C",0.55,TRUE
"130","1",45,0.93,0.16,0.59,24,18,28,"C",0.45,TRUE
"131","1",47,0.0079,0.25,0.55,25,28,21,"C",0.15,TRUE
"132","1",50,0.87,0.012,0.056,11,27,27,"C",0.5,TRUE
