"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"60","0",13,0.84,0.64,0.89,24,13,17,"B",0,TRUE
"61","0",14,0.55,0.26,0.24,13,18,30,"B",0.25,TRUE
"62","0",15,0.096,0.68,0.91,13,25,16,"B",0.75,TRUE
"63","0",18,0.89,0.69,0.71,23,10,29,"B",0,TRUE
"64","0",23,0.14,0.5,0.093,22,10,16,"B",0.5,TRUE
"65","0",25,0.72,0.99,0.048,23,11,28,"B",0,TRUE
"66","0",26,0.24,0.78,0.02,20,11,29,"B",0.85,TRUE
"67","0",30,0.23,0.89,0.02,16,12,21,"B",0.95,TRUE
"68","0",31,0.94,0.99,0.71,13,13,25,"B",0.3,TRUE
"69","0",33,0.34,0.56,0.65,14,27,16,"B",0.85,TRUE
"70","0",34,0.27,0.56,0.65,14,25,17,"B",0.65,TRUE
"71","0",35,0.79,0.18,0.65,14,18,16,"B",0,TRUE
"72","0",36,0.0096,0.46,0.88,25,26,19,"B",0.15,TRUE
"73","0",38,0.034,0.86,0.71,21,20,28,"B",0.2,TRUE
"74","0",42,0.5,0.14,0.91,21,23,17,"B",0,TRUE
"75","0",43,0.33,0.2,0.91,21,25,13,"B",0,TRUE
"76","0",47,0.3,0.76,0.93,20,28,22,"B",0.8,TRUE
"77","0",48,0.98,0.76,0.67,20,21,22,"B",0.15,TRUE
"78","0",50,0.77,0.76,0.88,20,28,12,"B",0.9,TRUE
"79","1",3,0.94,0.16,0.14,14,18,19,"B",0.3,TRUE
"80","1",4,0.17,0.36,0.56,23,30,25,"B",0.35,TRUE
"81","1",5,0.45,0.53,0.91,27,26,21,"B",0.55,TRUE
"82","1",7,0.88,0.83,0.84,12,28,10,"B",0.2,TRUE
"83","1",8,0.69,0.19,0.65,14,28,23,"B",0,TRUE
"84","1",9,0.67,0.44,0.71,23,24,11,"B",0.2,TRUE
"85","1",11,0.034,0.67,0.045,21,20,23,"B",0.55,TRUE
"86","1",13,0.84,0.64,0.89,24,13,17,"B",0,TRUE
"87","1",14,0.55,0.26,0.24,13,18,30,"B",0.5,TRUE
"88","1",15,0.096,0.68,0.91,13,25,16,"B",0.4,TRUE
"89","1",18,0.89,0.69,0.71,23,10,29,"B",0,TRUE
"90","1",23,0.14,0.5,0.093,22,10,16,"B",0.25,TRUE
"91","1",25,0.72,0.99,0.048,23,11,28,"B",0.5,TRUE
"92","1",26,0.24,0.78,0.02,20,11,29,"B",0.5,TRUE
"93","1",30,0.23,0.89,0.02,16,12,21,"B",0.5,TRUE
"94","1",31,0.94,0.99,0.71,13,13,25,"B",0.8,TRUE
"95","1",33,0.34,0.56,0.65,14,27,16,"B",0.25,TRUE
"96","1",34,0.27,0.56,0.65,14,25,17,"B",0.35,TRUE
"97","1",35,0.79,0.18,0.65,14,18,16,"B",0.2,TRUE
"98","1",36,0.0096,0.46,0.88,25,26,19,"B",0.55,TRUE
"99","1",38,0.034,0.86,0.71,21,20,28,"B",0.55,TRUE
"100","1",42,0.5,0.14,0.91,21,23,17,"B",0,TRUE
"101","1",43,0.33,0.2,0.91,21,25,13,"B",0.05,TRUE
"102","1",47,0.3,0.76,0.93,20,28,22,"B",0.6,TRUE
"103","1",48,0.98,0.76,0.67,20,21,22,"B",0.5,TRUE
"104","1",50,0.77,0.76,0.88,20,28,12,"B",0.2,TRUE
"105","0",3,0.94,0.16,0.14,14,18,19,"C",0,TRUE
"106","0",4,0.17,0.36,0.56,23,30,25,"C",0.9,TRUE
"107","0",5,0.45,0.53,0.91,27,26,21,"C",0.8,TRUE
"108","0",7,0.88,0.83,0.84,12,28,10,"C",0,TRUE
"109","0",8,0.69,0.19,0.65,14,28,23,"C",0.95,TRUE
"110","0",9,0.67,0.44,0.71,23,24,11,"C",0,TRUE
"111","0",11,0.034,0.67,0.045,21,20,23,"C",0.1,TRUE
"112","0",13,0.84,0.64,0.89,24,13,17,"C",0.2,TRUE
"113","0",14,0.55,0.26,0.24,13,18,30,"C",0.25,TRUE
"114","0",15,0.096,0.68,0.91,13,25,16,"C",0.25,TRUE
"115","0",18,0.89,0.69,0.71,23,10,29,"C",0.7,TRUE
"116","0",23,0.14,0.5,0.093,22,10,16,"C",0.05,TRUE
"117","0",25,0.72,0.99,0.048,23,11,28,"C",0,TRUE
"118","0",26,0.24,0.78,0.02,20,11,29,"C",0,TRUE
"119","0",30,0.23,0.89,0.02,16,12,21,"C",0,TRUE
"120","0",31,0.94,0.99,0.71,13,13,25,"C",0.7,TRUE
"121","0",33,0.34,0.56,0.65,14,27,16,"C",0.15,TRUE
"122","0",34,0.27,0.56,0.65,14,25,17,"C",0.35,TRUE
"123","0",35,0.79,0.18,0.65,14,18,16,"C",0.45,TRUE
"124","0",36,0.0096,0.46,0.88,25,26,19,"C",0.85,TRUE
"125","0",38,0.034,0.86,0.71,21,20,28,"C",0.8,TRUE
"126","0",42,0.5,0.14,0.91,21,23,17,"C",0.8,TRUE
"127","0",43,0.33,0.2,0.91,21,25,13,"C",0.8,TRUE
"128","0",47,0.3,0.76,0.93,20,28,22,"C",0.2,TRUE
"129","0",48,0.98,0.76,0.67,20,21,22,"C",0.05,TRUE
"130","0",50,0.77,0.76,0.88,20,28,12,"C",0,TRUE
"131","1",3,0.94,0.16,0.14,14,18,19,"C",0.05,TRUE
"132","1",4,0.17,0.36,0.56,23,30,25,"C",0.6,TRUE
"133","1",5,0.45,0.53,0.91,27,26,21,"C",0.45,TRUE
"134","1",7,0.88,0.83,0.84,12,28,10,"C",0,TRUE
"135","1",8,0.69,0.19,0.65,14,28,23,"C",0.65,TRUE
"136","1",9,0.67,0.44,0.71,23,24,11,"C",0.2,TRUE
"137","1",11,0.034,0.67,0.045,21,20,23,"C",0.45,TRUE
"138","1",13,0.84,0.64,0.89,24,13,17,"C",0.5,TRUE
"139","1",14,0.55,0.26,0.24,13,18,30,"C",0.15,TRUE
"140","1",15,0.096,0.68,0.91,13,25,16,"C",0.6,TRUE
"141","1",18,0.89,0.69,0.71,23,10,29,"C",0.45,TRUE
"142","1",23,0.14,0.5,0.093,22,10,16,"C",0,TRUE
"143","1",25,0.72,0.99,0.048,23,11,28,"C",0,TRUE
"144","1",26,0.24,0.78,0.02,20,11,29,"C",0,TRUE
"145","1",30,0.23,0.89,0.02,16,12,21,"C",0.05,TRUE
"146","1",31,0.94,0.99,0.71,13,13,25,"C",0.15,TRUE
"147","1",33,0.34,0.56,0.65,14,27,16,"C",0.75,TRUE
"148","1",34,0.27,0.56,0.65,14,25,17,"C",0.65,TRUE
"149","1",35,0.79,0.18,0.65,14,18,16,"C",0.6,TRUE
"150","1",36,0.0096,0.46,0.88,25,26,19,"C",0.4,TRUE
"151","1",38,0.034,0.86,0.71,21,20,28,"C",0.45,TRUE
"152","1",42,0.5,0.14,0.91,21,23,17,"C",0.55,TRUE
"153","1",43,0.33,0.2,0.91,21,25,13,"C",0.55,TRUE
"154","1",47,0.3,0.76,0.93,20,28,22,"C",0.4,TRUE
"155","1",48,0.98,0.76,0.67,20,21,22,"C",0.1,TRUE
"156","1",50,0.77,0.76,0.88,20,28,12,"C",0.3,TRUE
