"","attributeA_option1","attributeA_option2","attributeA_option3","attributeB_option1","attributeB_option2","attributeB_option3","trialid","ppntid","calcsd","Bweight","toleranceA","toleranceB","orderr","value1","value2","value3","oraclechoice"
"16",0.47476932941936,0.416271206689999,0.129468912724406,0.762242712778971,0.0535958744585514,0.42940740683116,16,"0",0.5,0,0.01,0.01,0.1,0.47476932941936,0.416271206689999,0.129468912724406,1
"17",0.272325268248096,0.327451297082007,0.187136219348758,0.688742055324838,0.245665573747829,0.282551097916439,17,"0",0.5,0,0.01,0.01,0.1,0.272325268248096,0.327451297082007,0.187136219348758,2
"18",0.157963574165478,0.753756975522265,0.0127921737730503,0.707317353691906,0.647877509472892,0.889477655058727,18,"0",0.5,0,0.01,0.01,0.1,0.157963574165478,0.753756975522265,0.0127921737730503,2
"19",0.892829522723332,0.295164752518758,0.427829067455605,0.0445752574596554,0.922873820411041,0.566044652136043,19,"0",0.5,0,0.01,0.01,0.1,0.892829522723332,0.295164752518758,0.427829067455605,1
"20",0.487892986508086,0.465717890532687,0.141875264234841,0.728854945162311,0.139910747297108,0.0382417587097734,20,"0",0.5,0,0.01,0.01,0.1,0.487892986508086,0.465717890532687,0.141875264234841,1
"21",0.987725164741278,0.907021010061726,0.905963055323809,0.644566142931581,0.534797792555764,0.0217763637192547,21,"0",0.5,0,0.01,0.01,0.1,0.987725164741278,0.907021010061726,0.905963055323809,1
"22",0.984774959972128,0.0146619733422995,0.462190760299563,0.764526796992868,0.465630067279562,0.648428441490978,22,"0",0.5,0,0.01,0.01,0.1,0.984774959972128,0.0146619733422995,0.462190760299563,1
"23",0.0190234072506428,0.772188424132764,0.76750126411207,0.451152741676196,0.3994451679755,0.00899410853162408,23,"0",0.5,0,0.01,0.01,0.1,0.0190234072506428,0.772188424132764,0.76750126411207,2
"24",0.698605126468465,0.353142016101629,0.896465302677825,0.0578836379572749,0.0232975783292204,0.594776976387948,24,"0",0.5,0,0.01,0.01,0.1,0.698605126468465,0.353142016101629,0.896465302677825,3
"25",0.986132311169058,0.376497654709965,0.323024227051064,0.521851600613445,0.987295582424849,0.204482504865155,25,"0",0.5,0,0.01,0.01,0.1,0.986132311169058,0.376497654709965,0.323024227051064,1
"26",0.402830055216327,0.542056552134454,0.6160509288311,0.756880586734042,0.399305186932907,0.536541914567351,26,"0",0.5,0,0.01,0.01,0.1,0.402830055216327,0.542056552134454,0.6160509288311,3
"27",0.290981065714732,0.714132201159373,0.8518841129262,0.717214233940467,0.154008222511038,0.36242118361406,27,"0",0.5,0,0.01,0.01,0.1,0.290981065714732,0.714132201159373,0.8518841129262,3
"28",0.843804199481383,0.600333609618247,0.795300682773814,0.37655630800873,0.263485312927514,0.686990852700546,28,"0",0.5,0,0.01,0.01,0.1,0.843804199481383,0.600333609618247,0.795300682773814,1
"29",0.545562203973532,0.522400173824281,0.5749989929609,0.741891883080825,0.967498239828274,0.615433187223971,29,"0",0.5,0,0.01,0.01,0.1,0.545562203973532,0.522400173824281,0.5749989929609,3
"30",0.10015037143603,0.870774100534618,0.383307145675644,0.870558704715222,0.43616462382488,0.887930058641359,30,"0",0.5,0,0.01,0.01,0.1,0.10015037143603,0.870774100534618,0.383307145675644,2
"31",0.707075841259211,0.565216899849474,0.128965532174334,0.758119020145386,0.760058549232781,0.809253279585391,31,"0",0.5,0,0.01,0.01,0.1,0.707075841259211,0.565216899849474,0.128965532174334,1
"32",0.362998040625826,0.490049826446921,0.279284473275766,0.738596660783514,0.0586624320130795,0.736100951209664,32,"0",0.5,0,0.01,0.01,0.1,0.362998040625826,0.490049826446921,0.279284473275766,2
"33",0.0336085420567542,0.651295762974769,0.720216897549108,0.6055293364916,0.906843421049416,0.137952026212588,33,"0",0.5,0,0.01,0.01,0.1,0.0336085420567542,0.651295762974769,0.720216897549108,3
"34",0.43396249669604,0.378680045483634,0.977913364535198,0.890737225534394,0.698922471841797,0.178249953314662,34,"0",0.5,0,0.01,0.01,0.1,0.43396249669604,0.378680045483634,0.977913364535198,3
"35",0.619780291803181,0.637070577824488,0.595548648620024,0.270278515759856,0.490066753234714,0.215428937459365,35,"0",0.5,0,0.01,0.01,0.1,0.619780291803181,0.637070577824488,0.595548648620024,2
"36",0.471100746188313,0.385865033138543,0.513466021977365,0.402989479480311,0.87203591899015,0.301298970356584,36,"0",0.5,0,0.01,0.01,0.1,0.471100746188313,0.385865033138543,0.513466021977365,3
"37",0.689748339122161,0.823837209958583,0.590712587116286,0.627125853439793,0.909867838723585,0.128469391725957,37,"0",0.5,0,0.01,0.01,0.1,0.689748339122161,0.823837209958583,0.590712587116286,2
"38",0.262824852950871,0.87851564725861,0.580199691699818,0.442743618274108,0.173662063898519,0.313012512633577,38,"0",0.5,0,0.01,0.01,0.1,0.262824852950871,0.87851564725861,0.580199691699818,2
"39",0.613328182371333,0.987493457505479,0.248980145668611,0.571109524928033,0.7109691190999,0.768941501388326,39,"0",0.5,0,0.01,0.01,0.1,0.613328182371333,0.987493457505479,0.248980145668611,2
"40",0.344251929083839,0.57967548049055,0.461197241209447,0.683760836720467,0.401782888453454,0.29092219658196,40,"0",0.5,0,0.01,0.01,0.1,0.344251929083839,0.57967548049055,0.461197241209447,2
"41",0.217616329202428,0.944875659188256,0.248662742553279,0.489010680001229,0.703652271535248,0.908544342732057,41,"0",0.5,0,0.01,0.01,0.1,0.217616329202428,0.944875659188256,0.248662742553279,2
"42",0.00678570102900267,0.199213520158082,0.320219765184447,0.528089497471228,0.0245426299516112,0.462372487410903,42,"0",0.5,0,0.01,0.01,0.1,0.00678570102900267,0.199213520158082,0.320219765184447,3
"43",0.504385675303638,0.0988144834991544,0.054012720938772,0.448737641330808,0.193869523704052,0.0405048707034439,43,"0",0.5,0,0.01,0.01,0.1,0.504385675303638,0.0988144834991544,0.054012720938772,1
"44",0.373146125115454,0.00385538977570832,0.966715254355222,0.204222404398024,0.647746010916308,0.0298461560159922,44,"0",0.5,0,0.01,0.01,0.1,0.373146125115454,0.00385538977570832,0.966715254355222,3
"45",0.810705445474014,0.0915045407600701,0.455364725319669,0.462418105220422,0.499203531304374,0.186722024809569,45,"0",0.5,0,0.01,0.01,0.1,0.810705445474014,0.0915045407600701,0.455364725319669,1
"46",0.896835800958797,0.154991737101227,0.570246312301606,0.272210608702153,0.045102845877409,0.694564817706123,46,"0",0.5,0,0.01,0.01,0.1,0.896835800958797,0.154991737101227,0.570246312301606,1
"47",0.117868623696268,0.899449852062389,0.96175528364256,0.868119723396376,0.454326879465953,0.0327771638985723,47,"0",0.5,0,0.01,0.01,0.1,0.117868623696268,0.899449852062389,0.96175528364256,3
"48",0.162394339218736,0.863898505922407,0.173137757694349,0.969750561751425,0.13755083270371,0.864124332088977,48,"0",0.5,0,0.01,0.01,0.1,0.162394339218736,0.863898505922407,0.173137757694349,2
"49",0.655124341137707,0.0159242420922965,0.354295873083174,0.630571223329753,0.19496328686364,0.381937827682123,49,"0",0.5,0,0.01,0.01,0.1,0.655124341137707,0.0159242420922965,0.354295873083174,1
"50",0.323401720728725,0.328641318948939,0.0886204713024199,0.960919459350407,0.859802960650995,0.399874464375898,50,"0",0.5,0,0.01,0.01,0.1,0.323401720728725,0.328641318948939,0.0886204713024199,2
"51",0.520503330277279,0.240410662256181,0.74308350100182,0.816263533895835,0.449718727031723,0.0505350413732231,1,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.536069656783519,0.251426876191736,0.706633582073999,3
"52",0.249430487630889,0.770190618000925,0.425618872977793,0.429773596348241,0.790555903920904,0.33320004097186,2,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.25892223019496,0.771262475154608,0.420754723924849,2
"53",0.121732102241367,0.133088327245787,0.123702133307233,0.471276258584112,0.442809992469847,0.205060207983479,3,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.140129163101512,0.149389467520737,0.127984137237562,2
"54",0.0871702469885349,0.973476615734398,0.517208472825587,0.0990938143804669,0.559639860177413,0.419007840799168,4,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.0877978031670577,0.951695733862978,0.512040018508407,2
"55",0.978522371035069,0.0861311904154718,0.919209298910573,0.848306050524116,0.750552129698917,0.986989078111947,5,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.971668880481861,0.121100713535653,0.922776655710645,1
"56",0.718621629057452,0.486122445901856,0.221015657298267,0.0519038930069655,0.130000517005101,0.796979492297396,6,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.6835312218969,0.467379186486237,0.251329543350853,1
"57",0.136188122909516,0.800692882854491,0.58507133834064,0.33342383033596,0.171831000596285,0.260689883725718,7,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.146568949616171,0.767594889051428,0.567998630203013,2
"58",0.866794371278957,0.168266682885587,0.75387312984094,0.460358194541186,0.510278888978064,0.537914788816124,8,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.845402993555916,0.186267325311507,0.74250690136595,1
"59",0.796827322803438,0.071528556291014,0.265722221462056,0.494119194103405,0.882246588123962,0.122406532522291,9,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.780895316029752,0.114197926387485,0.258179290465226,1
"60",0.375672626774758,0.169856176013127,0.0857133166864514,0.850521109765396,0.694833280751482,0.82076426781714,10,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.400664652195318,0.197486549946725,0.124400208851225,1
"61",0.102630025241524,0.545389478793368,0.183402953436598,0.776330311782658,0.532129669794813,0.157379799289629,11,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.138087935059478,0.544691594109233,0.182033313744652,2
"62",0.58363217744045,0.872611092869192,0.246253575896844,0.455615837592632,0.199606398819014,0.734260490164161,12,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.576894475343196,0.837189793182341,0.271938150331966,2
"63",0.663771544815972,0.903046443825588,0.890830248594284,0.52378149330616,0.550719463964924,0.220786575460806,13,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.656403647368088,0.884502918569763,0.855564792113575,2
"64",0.863081939984113,0.789619148010388,0.201546445256099,0.7139824826736,0.291606942424551,0.597663750406355,14,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.855234600125665,0.763407979295344,0.222394724474534,1
"65",0.844853629125282,0.770337905734777,0.045675661182031,0.460076438030228,0.798448343761265,0.177405159920454,15,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.824602198015016,0.771817402473014,0.0526087926945796,1
"66",0.47476932941936,0.416271206689999,0.129468912724406,0.762242712778971,0.0535958744585514,0.42940740683116,16,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.489899507490918,0.397183031309396,0.14525514925634,1
"67",0.272325268248096,0.327451297082007,0.187136219348758,0.688742055324838,0.245665573747829,0.282551097916439,17,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.294241941252135,0.323146785327577,0.192158055062847,2
"68",0.157963574165478,0.753756975522265,0.0127921737730503,0.707317353691906,0.647877509472892,0.889477655058727,18,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.186876930982659,0.748184372045982,0.0589335148933491,2
"69",0.892829522723332,0.295164752518758,0.427829067455605,0.0445752574596554,0.922873820411041,0.566044652136043,19,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.848184561393665,0.32820207188151,0.43510357191247,1
"70",0.487892986508086,0.465717890532687,0.141875264234841,0.728854945162311,0.139910747297108,0.0382417587097734,20,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.500575194858309,0.448570146151867,0.136420869207206,1
"71",0.987725164741278,0.907021010061726,0.905963055323809,0.644566142931581,0.534797792555764,0.0217763637192547,21,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.969664163593399,0.887430314403517,0.859426913660412,1
"72",0.984774959972128,0.0146619733422995,0.462190760299563,0.764526796992868,0.465630067279562,0.648428441490978,22,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.973182951394272,0.0383971361811028,0.471992743520164,1
"73",0.0190234072506428,0.772188424132764,0.76750126411207,0.451152741676196,0.3994451679755,0.00899410853162408,23,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.0417670564309351,0.752570358019224,0.727579834870994,2
"74",0.698605126468465,0.353142016101629,0.896465302677825,0.0578836379572749,0.0232975783292204,0.594776976387948,24,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.664882942862613,0.33578178253466,0.8805869697152,3
"75",0.986132311169058,0.376497654709965,0.323024227051064,0.521851600613445,0.987295582424849,0.204482504865155,25,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.96169648429771,0.40864491406338,0.31678518904128,1
"76",0.402830055216327,0.542056552134454,0.6160509288311,0.756880586734042,0.399305186932907,0.536541914567351,26,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.42146429371726,0.534543322387004,0.611866243869851,3
"77",0.290981065714732,0.714132201159373,0.8518841129262,0.717214233940467,0.154008222511038,0.36242118361406,27,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.313414390358192,0.684651991756829,0.826122906120298,3
"78",0.843804199481383,0.600333609618247,0.795300682773814,0.37655630800873,0.263485312927514,0.686990852700546,28,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.819212205193349,0.582604751897682,0.789600165401536,1
"79",0.545562203973532,0.522400173824281,0.5749989929609,0.741891883080825,0.967498239828274,0.615433187223971,29,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.555895344979179,0.545826387824491,0.57712710844843,3
"80",0.10015037143603,0.870774100534618,0.383307145675644,0.870558704715222,0.43616462382488,0.887930058641359,30,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.140698178450724,0.847899917549895,0.40986624635805,2
"81",0.707075841259211,0.565216899849474,0.128965532174334,0.758119020145386,0.760058549232781,0.809253279585391,31,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.709762324358484,0.575471723501227,0.164770150459126,1
"82",0.362998040625826,0.490049826446921,0.279284473275766,0.738596660783514,0.0586624320130795,0.736100951209664,32,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.382766389055178,0.467345226739876,0.303327445798603,2
"83",0.0336085420567542,0.651295762974769,0.720216897549108,0.6055293364916,0.906843421049416,0.137952026212588,33,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.0637096365006935,0.66474563971554,0.68957137800508,3
"84",0.43396249669604,0.378680045483634,0.977913364535198,0.890737225534394,0.698922471841797,0.178249953314662,34,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.458003271898059,0.3955349100288,0.935825816576222,3
"85",0.619780291803181,0.637070577824488,0.595548648620024,0.270278515759856,0.490066753234714,0.215428937459365,35,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.601385461485111,0.629333534425026,0.575542348032621,2
"86",0.471100746188313,0.385865033138543,0.513466021977365,0.402989479480311,0.87203591899015,0.301298970356584,36,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.467515942677365,0.411452974499154,0.502299335049955,3
"87",0.689748339122161,0.823837209958583,0.590712587116286,0.627125853439793,0.909867838723585,0.128469391725957,37,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.686452418823089,0.82836513778832,0.566383997885216,2
"88",0.262824852950871,0.87851564725861,0.580199691699818,0.442743618274108,0.173662063898519,0.313012512633577,38,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.272294261652094,0.841418090239657,0.566137208591068,2
"89",0.613328182371333,0.987493457505479,0.248980145668611,0.571109524928033,0.7109691190999,0.768941501388326,39,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.611106147769054,0.972939544957818,0.276346532811754,2
"90",0.344251929083839,0.57967548049055,0.461197241209447,0.683760836720467,0.401782888453454,0.29092219658196,40,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.362120818959451,0.570312712488598,0.452235396755369,2
"91",0.217616329202428,0.944875659188256,0.248662742553279,0.489010680001229,0.703652271535248,0.908544342732057,41,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.231900242402365,0.932179691417045,0.283393353089004,2
"92",0.00678570102900267,0.199213520158082,0.320219765184447,0.528089497471228,0.0245426299516112,0.462372487410903,42,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.0342227429470145,0.190020315410373,0.327701487406892,3
"93",0.504385675303638,0.0988144834991544,0.054012720938772,0.448737641330808,0.193869523704052,0.0405048707034439,43,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.501456831410331,0.103817380352044,0.0533017814527021,1
"94",0.373146125115454,0.00385538977570832,0.966715254355222,0.204222404398024,0.647746010916308,0.0298461560159922,44,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.364255402972432,0.0377443698357399,0.917406354442631,3
"95",0.810705445474014,0.0915045407600701,0.455364725319669,0.462418105220422,0.499203531304374,0.186722024809569,45,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.792374532829088,0.112962382367665,0.441225635819137,1
"96",0.896835800958797,0.154991737101227,0.570246312301606,0.272210608702153,0.045102845877409,0.694564817706123,46,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.863960790840027,0.149208111247342,0.576789391533423,1
"97",0.117868623696268,0.899449852062389,0.96175528364256,0.868119723396376,0.454326879465953,0.0327771638985723,47,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.157355523680484,0.876022327188893,0.912861698392877,3
"98",0.162394339218736,0.863898505922407,0.173137757694349,0.969750561751425,0.13755083270371,0.864124332088977,48,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.204886771983614,0.82566968101616,0.209505472136171,2
"99",0.655124341137707,0.0159242420922965,0.354295873083174,0.630571223329753,0.19496328686364,0.381937827682123,49,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.653832071779394,0.0253473497118409,0.355750712798908,1
"100",0.323401720728725,0.328641318948939,0.0886204713024199,0.960919459350407,0.859802960650995,0.399874464375898,50,"1",0.5,0.0526315789473684,0.01,0.01,0.1,0.35695528591934,0.356597194827995,0.10500226041155,1
"101",0.520503330277279,0.240410662256181,0.74308350100182,0.816263533895835,0.449718727031723,0.0505350413732231,1,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.551635983289759,0.262443090127291,0.670183663146178,3
"102",0.249430487630889,0.770190618000925,0.425618872977793,0.429773596348241,0.790555903920904,0.33320004097186,2,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.268413972759031,0.772334332308291,0.415890574871906,2
"103",0.121732102241367,0.133088327245787,0.123702133307233,0.471276258584112,0.442809992469847,0.205060207983479,3,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.158526223961656,0.165690607795688,0.132266141167891,2
"104",0.0871702469885349,0.973476615734398,0.517208472825587,0.0990938143804669,0.559639860177413,0.419007840799168,4,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.0884253593455804,0.929914851991558,0.506871564191227,2
"105",0.978522371035069,0.0861311904154718,0.919209298910573,0.848306050524116,0.750552129698917,0.986989078111947,5,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.964815389928653,0.156070236655834,0.926344012510718,1
"106",0.718621629057452,0.486122445901856,0.221015657298267,0.0519038930069655,0.130000517005101,0.796979492297396,6,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.648440814736348,0.448635927070619,0.281643429403438,1
"107",0.136188122909516,0.800692882854491,0.58507133834064,0.33342383033596,0.171831000596285,0.260689883725718,7,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.156949776322826,0.734496895248364,0.550925922065385,2
"108",0.866794371278957,0.168266682885587,0.75387312984094,0.460358194541186,0.510278888978064,0.537914788816124,8,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.824011615832875,0.204267967737427,0.73114067289096,1
"109",0.796827322803438,0.071528556291014,0.265722221462056,0.494119194103405,0.882246588123962,0.122406532522291,9,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.764963309256066,0.156867296483956,0.250636359468397,1
"110",0.375672626774758,0.169856176013127,0.0857133166864514,0.850521109765396,0.694833280751482,0.82076426781714,10,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.425656677615878,0.225116923880322,0.163087101015998,1
"111",0.102630025241524,0.545389478793368,0.183402953436598,0.776330311782658,0.532129669794813,0.157379799289629,11,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.173545844877433,0.543993709425099,0.180663674052707,2
"112",0.58363217744045,0.872611092869192,0.246253575896844,0.455615837592632,0.199606398819014,0.734260490164161,12,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.570156773245942,0.80176849349549,0.297622724767088,2
"113",0.663771544815972,0.903046443825588,0.890830248594284,0.52378149330616,0.550719463964924,0.220786575460806,13,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.649035749920203,0.865959393313939,0.820299335632865,2
"114",0.863081939984113,0.789619148010388,0.201546445256099,0.7139824826736,0.291606942424551,0.597663750406355,14,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.847387260267217,0.7371968105803,0.243243003692968,1
"115",0.844853629125282,0.770337905734777,0.045675661182031,0.460076438030228,0.798448343761265,0.177405159920454,15,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.80435076690475,0.77329689921125,0.0595419242071282,1
"116",0.47476932941936,0.416271206689999,0.129468912724406,0.762242712778971,0.0535958744585514,0.42940740683116,16,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.505029685562477,0.378094855928794,0.161041385788274,1
"117",0.272325268248096,0.327451297082007,0.187136219348758,0.688742055324838,0.245665573747829,0.282551097916439,17,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.316158614256174,0.318842273573146,0.197179890776935,2
"118",0.157963574165478,0.753756975522265,0.0127921737730503,0.707317353691906,0.647877509472892,0.889477655058727,18,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.215790287799839,0.742611768569699,0.105074856013648,2
"119",0.892829522723332,0.295164752518758,0.427829067455605,0.0445752574596554,0.922873820411041,0.566044652136043,19,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.803539600063998,0.361239391244262,0.442378076369335,1
"120",0.487892986508086,0.465717890532687,0.141875264234841,0.728854945162311,0.139910747297108,0.0382417587097734,20,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.513257403208531,0.431422401771047,0.130966474179571,1
"121",0.987725164741278,0.907021010061726,0.905963055323809,0.644566142931581,0.534797792555764,0.0217763637192547,21,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.95160316244552,0.867839618745309,0.812890771997014,1
"122",0.984774959972128,0.0146619733422995,0.462190760299563,0.764526796992868,0.465630067279562,0.648428441490978,22,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.961590942816417,0.0621322990199061,0.481794726740765,1
"123",0.0190234072506428,0.772188424132764,0.76750126411207,0.451152741676196,0.3994451679755,0.00899410853162408,23,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.0645107056112274,0.732952291905684,0.687658405629918,2
"124",0.698605126468465,0.353142016101629,0.896465302677825,0.0578836379572749,0.0232975783292204,0.594776976387948,24,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.631160759256761,0.318421548967691,0.864708636752575,3
"125",0.986132311169058,0.376497654709965,0.323024227051064,0.521851600613445,0.987295582424849,0.204482504865155,25,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.937260657426362,0.440792173416795,0.310546151031495,1
"126",0.402830055216327,0.542056552134454,0.6160509288311,0.756880586734042,0.399305186932907,0.536541914567351,26,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.440098532218192,0.527030092639554,0.607681558908601,3
"127",0.290981065714732,0.714132201159373,0.8518841129262,0.717214233940467,0.154008222511038,0.36242118361406,27,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.335847715001651,0.655171782354285,0.800361699314396,3
"128",0.843804199481383,0.600333609618247,0.795300682773814,0.37655630800873,0.263485312927514,0.686990852700546,28,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.794620210905314,0.564875894177117,0.783899648029259,1
"129",0.545562203973532,0.522400173824281,0.5749989929609,0.741891883080825,0.967498239828274,0.615433187223971,29,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.566228485984826,0.569252601824701,0.57925522393596,3
"130",0.10015037143603,0.870774100534618,0.383307145675644,0.870558704715222,0.43616462382488,0.887930058641359,30,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.181245985465418,0.825025734565172,0.436425347040456,2
"131",0.707075841259211,0.565216899849474,0.128965532174334,0.758119020145386,0.760058549232781,0.809253279585391,31,"2",0.5,0.105263157894737,0.01,0.01,0.1,0.712448807457756,0.58572654715298,0.200574768743919,1
