"","ppntid","trialid","probA","probB","probC","payoffA","payoffB","payoffC","optionchosen","propchosen","isInteresting"
"35","1",30,0.42,0.18,0.7,20,23,13,"A",0.5,TRUE
"36","1",31,0.28,0.39,0.81,20,23,14,"A",0,TRUE
"37","1",33,0.72,0.33,0.014,11,20,24,"A",0.3,TRUE
"38","1",34,0.13,0.37,0.6,29,24,22,"A",0.05,TRUE
"39","1",35,0.9,0.45,0.59,10,23,12,"A",0.55,TRUE
"40","1",37,0.13,0.23,0.66,14,23,12,"A",0.1,TRUE
"41","1",38,0.2,0.16,0.48,20,27,14,"A",0.55,TRUE
"42","1",39,0.44,0.23,0.15,13,20,17,"A",0.15,TRUE
"43","1",40,0.87,0.24,0.2,12,22,15,"A",0.4,TRUE
"44","1",42,0.26,0.041,1,24,28,11,"A",0.45,TRUE
"45","1",44,0.98,0.79,0.59,15,26,11,"A",0.6,TRUE
"46","1",47,0.2,0.12,0.99,27,27,16,"A",0.45,TRUE
"47","0",2,0.13,0.23,0.84,30,20,17,"B",0,TRUE
"48","0",6,0.78,0.8,0.83,26,23,12,"B",0.4,TRUE
"49","0",8,0.56,0.44,0.9,19,28,16,"B",0.05,TRUE
"50","0",11,0.025,0.36,0.86,27,18,12,"B",0.15,TRUE
"51","0",12,0.063,0.5,0.86,29,29,20,"B",0.25,TRUE
"52","0",16,0.019,0.35,0.36,26,29,27,"B",0.7,TRUE
"53","0",18,0.51,0.029,0.68,16,14,11,"B",0,TRUE
"54","0",20,0.38,0.55,0.67,19,22,11,"B",0.95,TRUE
"55","0",23,0.68,0.27,0.14,14,22,21,"B",0.3,TRUE
"56","0",28,0.44,0.86,0.6,28,13,14,"B",0.4,TRUE
"57","0",29,0.23,0.43,0.36,26,14,20,"B",0.15,TRUE
"58","0",30,0.42,0.18,0.7,20,23,13,"B",0.1,TRUE
"59","0",31,0.28,0.39,0.81,20,23,14,"B",0.4,TRUE
"60","0",33,0.72,0.33,0.014,11,20,24,"B",0.4,TRUE
"61","0",34,0.13,0.37,0.6,29,24,22,"B",0.25,TRUE
"62","0",35,0.9,0.45,0.59,10,23,12,"B",0.65,TRUE
"63","0",37,0.13,0.23,0.66,14,23,12,"B",0.3,TRUE
"64","0",38,0.2,0.16,0.48,20,27,14,"B",0.1,TRUE
"65","0",39,0.44,0.23,0.15,13,20,17,"B",0.45,TRUE
"66","0",40,0.87,0.24,0.2,12,22,15,"B",0.3,TRUE
"67","0",42,0.26,0.041,1,24,28,11,"B",0,TRUE
"68","0",44,0.98,0.79,0.59,15,26,11,"B",0.8,TRUE
"69","0",47,0.2,0.12,0.99,27,27,16,"B",0,TRUE
"70","1",2,0.13,0.23,0.84,30,20,17,"B",0.25,TRUE
"71","1",6,0.78,0.8,0.83,26,23,12,"B",0.6,TRUE
"72","1",8,0.56,0.44,0.9,19,28,16,"B",0.1,TRUE
"73","1",11,0.025,0.36,0.86,27,18,12,"B",0.3,TRUE
"74","1",12,0.063,0.5,0.86,29,29,20,"B",0.55,TRUE
"75","1",16,0.019,0.35,0.36,26,29,27,"B",0.4,TRUE
"76","1",18,0.51,0.029,0.68,16,14,11,"B",0,TRUE
"77","1",20,0.38,0.55,0.67,19,22,11,"B",0.7,TRUE
"78","1",23,0.68,0.27,0.14,14,22,21,"B",0.6,TRUE
"79","1",28,0.44,0.86,0.6,28,13,14,"B",0.75,TRUE
"80","1",29,0.23,0.43,0.36,26,14,20,"B",0.45,TRUE
"81","1",30,0.42,0.18,0.7,20,23,13,"B",0.2,TRUE
"82","1",31,0.28,0.39,0.81,20,23,14,"B",0.65,TRUE
"83","1",33,0.72,0.33,0.014,11,20,24,"B",0.7,TRUE
"84","1",34,0.13,0.37,0.6,29,24,22,"B",0.55,TRUE
"85","1",35,0.9,0.45,0.59,10,23,12,"B",0.1,TRUE
"86","1",37,0.13,0.23,0.66,14,23,12,"B",0.7,TRUE
"87","1",38,0.2,0.16,0.48,20,27,14,"B",0.1,TRUE
"88","1",39,0.44,0.23,0.15,13,20,17,"B",0.85,TRUE
"89","1",40,0.87,0.24,0.2,12,22,15,"B",0.55,TRUE
"90","1",42,0.26,0.041,1,24,28,11,"B",0,TRUE
"91","1",44,0.98,0.79,0.59,15,26,11,"B",0.4,TRUE
"92","1",47,0.2,0.12,0.99,27,27,16,"B",0,TRUE
"93","0",2,0.13,0.23,0.84,30,20,17,"C",1,TRUE
"94","0",6,0.78,0.8,0.83,26,23,12,"C",0,TRUE
"95","0",8,0.56,0.44,0.9,19,28,16,"C",0.7,TRUE
"96","0",11,0.025,0.36,0.86,27,18,12,"C",0.85,TRUE
"97","0",12,0.063,0.5,0.86,29,29,20,"C",0.75,TRUE
"98","0",16,0.019,0.35,0.36,26,29,27,"C",0.3,TRUE
"99","0",18,0.51,0.029,0.68,16,14,11,"C",0.35,TRUE
"100","0",20,0.38,0.55,0.67,19,22,11,"C",0,TRUE
"101","0",23,0.68,0.27,0.14,14,22,21,"C",0,TRUE
"102","0",28,0.44,0.86,0.6,28,13,14,"C",0.05,TRUE
"103","0",29,0.23,0.43,0.36,26,14,20,"C",0.6,TRUE
"104","0",30,0.42,0.18,0.7,20,23,13,"C",0.65,TRUE
"105","0",31,0.28,0.39,0.81,20,23,14,"C",0.6,TRUE
"106","0",33,0.72,0.33,0.014,11,20,24,"C",0,TRUE
"107","0",34,0.13,0.37,0.6,29,24,22,"C",0.75,TRUE
"108","0",35,0.9,0.45,0.59,10,23,12,"C",0.2,TRUE
"109","0",37,0.13,0.23,0.66,14,23,12,"C",0.7,TRUE
"110","0",38,0.2,0.16,0.48,20,27,14,"C",0.75,TRUE
"111","0",39,0.44,0.23,0.15,13,20,17,"C",0,TRUE
"112","0",40,0.87,0.24,0.2,12,22,15,"C",0.1,TRUE
"113","0",42,0.26,0.041,1,24,28,11,"C",0.9,TRUE
"114","0",44,0.98,0.79,0.59,15,26,11,"C",0,TRUE
"115","0",47,0.2,0.12,0.99,27,27,16,"C",1,TRUE
"116","1",2,0.13,0.23,0.84,30,20,17,"C",0.75,TRUE
"117","1",6,0.78,0.8,0.83,26,23,12,"C",0.05,TRUE
"118","1",8,0.56,0.44,0.9,19,28,16,"C",0.4,TRUE
"119","1",11,0.025,0.36,0.86,27,18,12,"C",0.6,TRUE
"120","1",12,0.063,0.5,0.86,29,29,20,"C",0.35,TRUE
"121","1",16,0.019,0.35,0.36,26,29,27,"C",0.6,TRUE
"122","1",18,0.51,0.029,0.68,16,14,11,"C",0.05,TRUE
"123","1",20,0.38,0.55,0.67,19,22,11,"C",0.25,TRUE
"124","1",23,0.68,0.27,0.14,14,22,21,"C",0.05,TRUE
"125","1",28,0.44,0.86,0.6,28,13,14,"C",0.15,TRUE
"126","1",29,0.23,0.43,0.36,26,14,20,"C",0.35,TRUE
"127","1",30,0.42,0.18,0.7,20,23,13,"C",0.3,TRUE
"128","1",31,0.28,0.39,0.81,20,23,14,"C",0.35,TRUE
"129","1",33,0.72,0.33,0.014,11,20,24,"C",0,TRUE
"130","1",34,0.13,0.37,0.6,29,24,22,"C",0.4,TRUE
"131","1",35,0.9,0.45,0.59,10,23,12,"C",0.35,TRUE
"132","1",37,0.13,0.23,0.66,14,23,12,"C",0.2,TRUE
"133","1",38,0.2,0.16,0.48,20,27,14,"C",0.35,TRUE
"134","1",39,0.44,0.23,0.15,13,20,17,"C",0,TRUE
"135","1",40,0.87,0.24,0.2,12,22,15,"C",0.05,TRUE
"136","1",42,0.26,0.041,1,24,28,11,"C",0.55,TRUE
"137","1",44,0.98,0.79,0.59,15,26,11,"C",0,TRUE
"138","1",47,0.2,0.12,0.99,27,27,16,"C",0.55,TRUE
